realtitle,program_type,program_genre,network,program_description,first_air_year,last_air_year,genre,plot,trivia,program_title,movie_id,kind_id,title
I Love to Eat,,,,,,,,,,,1218165,2,I Love to Eat
 I Married Joan. ,Series, Comedy, NBC," Pretending she is an item on an auction block, Joan Stevens, the wife of Judge Bradley (""Brad"") Stevens, says, ""Folks, I have here item 45, a wife. Due to circumstances beyond her control, this wife is losing its owner. Now, what am I bid for this wife? This is not an ordinary wife. This one's a real goof. This wife is unconditionally guaranteed to louse things up."" Joan means well, meddling in Brad (and other people's lives) but all her good intentions inevitably backfire (even her fortune cookie fortunes are against her: ""When you opened this cookie, you read the fortune we put in it. But when you opened your mouth, you just stuck your foot in it""). Joan is president of the local Women's Club and a member of the Women's Welfare League. Joan is a whiz at maneuvering the household funds ""to balance the books."" She loves to buy clothes; when she doesn't have the money to pay for something at the moment, she has it sent C.O.D. Brad, on the other hand, is level-headed, patient, understanding and deeply in love with Joan. He is a domestic relations judge for the county of Los Angeles. Brad loves hunting and golf and he calls Joan ""Lover"" (she calls him ""Honey""). Brad's hobby is stamp collecting. The Stevens live at 133 Stone Drive (also given as 345 Laurel Drive). Joan's favorite television soap opera is Two Hearts Against the World, and she is a fan of Guy Lombardo. The series' official screen title is The Joan Davis Show: L Married Joan.Relatives: Beverly Wills (Joan's sister, Beverly Grossman), Alan Grossman (Beverly's husband, Alan Grossman, an army lieutenant stationed at Fort Williams), Elvia Allman (Joan's aunt. Vera), Norma Varden (Brad's mother, Florry Stevens). Cast: Joan Davis {Joan Stevens), Jim Backus {Bradley Stevens), Sheila Bromley {Janet Tobin), Dan Tobin {Kerwin Tobin), Geraldine Carr {Mabel), Hal Smith {Charlie), Sandra Gould {Mildred Webster). Theme Vocal: ""I Married Joan"" by The Roger Wagner Chorale. ",1952,1955,[None 'Comedy'],[None],"['Originally broadcasted by NBC while CBS had overwhelming success with I Love Lucy.'
 None]", I Married Joan. ,1218358,2,I Married Joan
 I Search for Adventure. ,Series, Documentary, Syn.," Jack Douglas, who serves as the host, also narrates documentary-like films that depict the unusual activities of seemingly ordinary people who defy danger for the thrill of an adventurous experience. ",1954,,,,, I Search for Adventure. ,1219142,2,I Search for Adventure
 I Spy. ,Series, Anthology, Syn.," Tales of intrigue and espionage that span time from the sixteenth to the twentieth centuries. Stories, which feature a different cast each week, are related by Anton, the Spy Master. Host: Raymond Massey {as Anton). ",1956,,['Thriller'],[None],[None], I Spy. ,1219338,2,I Spy
 The Three Musketeers. ,Series, Adventure, Syn.," D'Artagan, Porthos and Aramis are Musketeers, specially trained swordsmen of the  1620s who are dedicated to protecting the throne of France against all its enemies. Stories focus in particular on their battle against Richileu, an evil Prime Minister, who seeks to rule the country. Based on the story by Alexandre Dumas. The series produced 26 episodes. Cast: Jeffrey Stone {D'Artagnan), Peter Trent {Porthos), Paul Campbell {Aramis), Martina Berti {Jacqueline), Sebastian Cabot {Count of Brisemoni), George Conneaur {Captain DeTreville), Alan Furlan {Sasquinei).",1956,,,,, The Three Musketeers. ,1219774,2,I tre moschettieri
I'd Like to See,,,,,,,,,,,1220431,2,I'd Like to See
 I'll Buy That. ,Series, Game, CBS," An object, submitted by a home viewer, is put up for sale. A celebrity panel then questions the host regarding the article's identity. Each question raises the purchase price from five dollars to a limit of one hundred dollars. Contestants, chosen from the studio audience, then receive the opportunity to identify the article. A correct guess awards the player the purchase price of the article and the opportunity to triple his money by answering three questions. If the player takes the challenge, he must answer all three questions correctly. Failure to so costs him his money and his prize becomes the article he identified. Host: Mike Wallace. Panelists: Hans Conried, Vanessa Brown, Robin Chandler, Albert Mooreland, Audrey Meadows. Commercial Spokeswoman: Robin Chandler. ",1953,1954,[None 'Family' 'Game-Show'],"[None
 'A panel attempts to guess unusual objects submitted by viewers; as with ""What\'s My Line?,"" the item was shown to the in-person audience and the home viewer, but not to the panel. The panel then asked questions about the item; each question asked raised the ""retail value"" (up to $150). Once the item was guessed correctly, three additional questions were asked; if all three questions were correctly answered, the item\'s ""value"" was tripled, and awarded to the at-home seller.']","['This was the first US TV game show to employ a ""celebrity panel"".' None]", I'll Buy That. ,1220460,2,I'll Buy That
 I'm the Law. ,Series, Crime Drama, Syn.," George Kirby is a tough, no-nonsense plainclothes police detective with the N.Y.P.D. Stories relate Kirby's not so orthodox investigations as he deals his own brand of justice but always keeping within the limits of the law. The series is also known as The George Raft Casebook. Cast: George Raft {Lt. George Kirby). ",1953,,['Action' 'Crime' 'Drama'],[None],[None], I'm the Law. ,1221600,2,I'm the Law
 I've Got a Secret. ,Series, Game, CBS," The object calls for a celebrity panel of four to guess (through a series of indirect question-and-answer probe rounds) the secret of a guest contestant. Players receive both cash and merchandise prizes. An announcer opens the show: ''I've Got a Secret, presented by Winston, America's best tasting, best selhng fiher tip cigarettes. Yes, Winston tastes good hke a cigarette should. And now Winston filter tip cigarettes brings you America's number one panel show, I've Got a 5fcrrt starring Garry Moore."" Host: Garry Moore (1952-1964), Steve Allen (1964-1967). Panelists: Jayne Meadows, Louise Albritton, Bill CuUen, Henry Morgan, Betsy Palmer, Laura Hobson, Walter Kiernan, Faye Emerson, Orson Bean, Steve Allen, Laraine Day, Eddie Bracken. Announcer: John Cannon, Johnny Olsen. ",1952,1967,[None 'Family' 'Game-Show'],"[None
 '""I\'ve Got a Secret"" debuted on the heels of the successful ""What\'s My Line?"" Though ""Secret"" had somewhat similar rules, there were other elements that gave the show its own distinctive flavor. As with ""Line,"" four celebrity panelists try to guess an unknown-to-them secret, which the contestant (or sometimes group of contestants) whispered in the host\'s ear; the secret was always shown to the television and studio audience. Each panelist has one 30-second period to ask questions that will help them try to guess the secret; if a panelist fails to guess the secret before the buzzer sounds, the contestant(s) receive(s) $20 and the next panelist gets a turn. The process repeats until either the secret is guessed or if all four panelists are unable to guess the secret, meaning the contestant receives the maximum payout of $80 (during the early years, each panelist had two questioning periods, with $10 paid per unsuccessful try). Usually, a skit or demonstration of the secret followed each story. During the final segment of the show, a celebrity guest revealed his/her own secret, each followed by a segment, in which the panelists participated. Like ""What\'s My Line,"" ""Secret"" had millions of faithful viewers during its CBS run, and spawned a number of revivals (including a weekly syndicated series in 1972 and a 2000 revival on the Oxygen network). Reruns of the CBS series currently air as part of Game Show Network\'s Black and White Overnight programming block.'
 'The format for ""I\'ve Got a Secret"" was both simple and durable. Four panelists took turns questioning the person with the secret to determine exactly what the secret was. A nominal financial award was given to a contestant whose secret (flashed on the TV screen for the viewing audience) could not be guessed by the panel. Each show gave three regular contestants an opportunity to stump the panel, and also had one celebrity guest with his own secret to hide.']","[""Regular panelist 'Betsy Palmer' (qv) served as a temporary hostess on more than one occasion while 'Garry Moore (I)' (qv) was on vacation.""
 ""Besides whatever cash each contestant won, for several years the adult contestants also received a carton of Winston cigarettes. Winston was the show's sponsor.""
 ""'Burton Turkus' (qv), whom 'Henry Morgan (I)' (qv) portrayed in the film _Murder, Inc. (1960)_ (qv), made a guest appearance on the show. Turkus and Morgan had never met until that evening.""
 ""'Harpo Marx' (qv) was one of the celebrity contestants on the show. The secret was that it was actually 'Chico Marx' (qv) in Harpo's costume, since the brothers bore an uncanny resemblance to each other. None of the panelists guessed it.""
 'On a 1965 broadcast, the panel from _""To Tell the Truth"" (1956)_ (qv) (\'Tom Poston\' (qv), \'Peggy Cass\' (qv), \'Orson Bean\' (qv) and \'Kitty Carlisle\' (qv)) replaced the regular panel of \'Bill Cullen (I)\' (qv), \'Betsy Palmer\' (qv), \'Henry Morgan (I)\' (qv) and \'Bess Myerson\' (qv) on what was known as ""The Night of the Big Switch"". Coincidentally, Carlisle and Bean had been both regular panelists on the show several years earlier.'
 ""When 'Garry Moore (I)' (qv) went on vacation during the summer of 1960, regular panelist 'Bill Cullen (I)' (qv) replaced him as host. For the duration, Cullen was replaced by 'Victor Borge' (qv) on the panel. 'Henry Morgan (I)' (qv) also served as guest moderator when Moore was on vacation.""
 ""The telecast that aired live on February 9, 1956, with 'Lucille Ball' (qv) as a guest panelist, featured a 96-year-old contestant who was the last surviving witness to the assassination of 'Abraham Lincoln (I)' (qv). 'Garry Moore (I)' (qv) introduced this senior citizen, Samuel Seymour, by saying he hailed from Maryland. When Seymour died two months later on the anniversary of the assassination, newspapers said he was a longtime resident of Arlington, Virginia. Whatever the truth of his residence, his secret was uncovered by 'Jayne Meadows' (qv). After she uncovered it, Moore explained to her, the other panelists and viewers that when John Wilkes Booth jumped down from the presidential box at Fords Theatre immediately after shooting Lincoln, five-year-old Seymour witnessed only that jump without knowing that any shots had been fired. The audience's laughter in reaction to the play muffled the sound of the gunshots for many people. The child felt sorry for the man who obviously had injured himself jumping from the presidential box to the stage. Booth indeed injured his leg and sought medical treatment before his capture.""
 ""The show's longtime sponsor, Winston cigarettes, canceled a scheduled appearance on the panel by 'Groucho Marx' (qv) because he insisted on smoking his cigar. A similar appearance by 'Ernie Kovacs (I)' (qv) in July 1956 was canceled for the same reason, but the sponsor had a last-minute change of heart and allowed him to appear--complete with cigar.""
 ""On a show from 1962, contestants included Mr. and Mrs. Armstrong. Their secret was that their son 'Neil Armstrong (I)' (qv) was named that day to the US astronaut corps. During the interview after 'Betsy Palmer' (qv) guessed the secret, 'Garry Moore (I)' (qv) asked Mrs. Armstrong how she would feel if her son became the first man to walk on the moon.""
 None]", I've Got a Secret. ,1221688,2,I've Got a Secret
I.N.S. Telenews,,,,,,,,,,,1223242,2,I.N.S. Telenews
Identify,,,,,,,,,,,1225143,2,Identify
In the First Person,,,,,,,,,,,1241344,2,In the First Person
In the Kelvinator Kitchen,,,,,,,,,,,1241700,2,In the Kelvinator Kitchen
In the Park,,,,,,,,,,,1242157,2,In the Park
Industries for America,,,,,,,,,,,1246154,2,Industries for America
 The Inner Sanctum. ,Series, Anthology, Syn.," A television adaptation of the long-running radio series of the same title. Mystery presentations, narrated by the mysterious, unseen Raymond, that depict the plight of people confronted with sudden, perilous situations. Narrator: Paul McGrath as Raymond. Performers Include: Audrey Christie, Norma Crane, Paul Stewart, Kevin McCarthy, Jeannie Shepherd, John Marley, Jill Kraft, Peg Hillias, Everett Sloane, Rita Lynn, Margaret Draper, Anthony Ross, Louisa Horton, E.G. Marshall, John Newland, Mildred Dunnock, Edward Binns, Barbara Baxley, June Dayton, Sheppard Strudwick, Jack Albertson, Nita Talbot, Carol Wheeler, Susan Fleming, Betsy Palmer, June Dayton, Vaughn Taylor, James Gregory, Robert H. Harris, Martin Huston, Murray Hamilton, Beatrice Straight, Jane Seymour. ",1954,,[None 'Mystery'],[None],"['There was an aired pilot produced in 1953: ""Dead Level"". It was shot live and was directed by Mande Brown and written by Ed Adamson and Bob Sloan. The guest cast were: Jean Carson as Vera Craig, Walter Brooks as Johnny Brice, John McQuade as Alex Craig and Ralph Bell as Detective Steve Maxton. It was hosted by Paul McGrath as Raymond. The synopsis: The story of a woman that hires a hearse driver to dispose of a dead body, that in reality is her husband who is very much alive.'
 'Paul McGrath and later in the series House Jameson provided the voice of ""Your Host"", the narrator for each story.'
 'Paul McGrath had been the last host of the radio anthology series ""Inner Sanctum Mysteries"" as Raymond.'
 None]", The Inner Sanctum. ,1254843,2,Inner Sanctum
 Inside Detective. ,Series, Crime Drama, DuMont," The alternate title for Rocky King, Detective. See this title for information. ",1950,1954,[None 'Action' 'Crime' 'Drama' 'Mystery'],"[None
 'One of DuMont\'s most popular and lasting programs, this live crime series was set in New York. It not only kept Roscoe Karns from retirement but cast him opposite his son Todd. The DuMont offices and corridors were used as sets. At the end of each program, Rocky King would exchange telephone small talk with his unseen wife Mabel and, after hanging up, say to no one in particular, ""Great girl, that Mabel.""']","['The final broadcast was on 26 December 1954.'
 'Actress Grace Carney provided the voice of Rocky\'s wife, Mabel, who was never seen on camera. This practice originated on an early episode when Carney, who was hired for another role, was asked to double as Rocky\'s wife. Since there was no time for wardrobe or makeup changes, she acted the part in voice only, with Roscoe Karns ad-libbing to his off-screen wife. Viewers liked the idea, and Carney continued unseen for the rest of the series\' five-year run. They also had a son - also heard, but never seen - called ""Junior.""'
 'In a 1954 magazine interview, Roscoe Karns explained that he wrote or ad-libbed his discussions with wife ""Mabel."" He was later given on-screen credit for ""additional dialogue"" at the end of the show.'
 ""Co-star Todd Karns was Roscoe Karns' real-life son.""
 'This was one of the most popular and long-running programs on the short-lived DuMont Television Network, which folded in 1955. The long, dark corridors through which ""Rocky King"" walked at the beginning and end of the show were actual backstage hallways at the DuMont Tele-Centre in New York City.'
 'Most episodes of this TV series no longer exist in any format, however the UCLA Film and Television Archive has 37 episodes of this program.'
 None]", Inside Detective. ,1256830,2,Inside Detective
" Rocky King, Inside Detective. ",Series, Crime Drama, DuMont," Frank King, nicknamed ""Rocky,"" is a plainclothes inspector with the Homicide Division of the 24th Precinct of the N.Y.P.D. Rocky, who solves crimes by deductive reasoning, lives with his wife, Mabel, at 836 Mead Street in Manhattan. Grace has trouble balancing her checkbook, owns 360 acres of oil land in Texas that has no oil (a gift from her great-grandfather), stock in the South Paw Safety Pin Company, and the gift of gab (Mabel is heard olf-camera more often than she is seen). Rocky is assisted by Mabel's nephew, Dwight Hart, a sergeant who helps Rocky solve crimes quite by accident (he has a knack for finding the crucial evidence Rocky needs). Jack Ward composed the theme. Cast: Roscoe Karns {Rocky King), Grace Carey {Mabel King), Todd Karns {Sergeant Hart), Earl Hammond {Sergeant Lane) . ",1950,1954,[None 'Action' 'Crime' 'Drama' 'Mystery'],"[None
 'One of DuMont\'s most popular and lasting programs, this live crime series was set in New York. It not only kept Roscoe Karns from retirement but cast him opposite his son Todd. The DuMont offices and corridors were used as sets. At the end of each program, Rocky King would exchange telephone small talk with his unseen wife Mabel and, after hanging up, say to no one in particular, ""Great girl, that Mabel.""']","['The final broadcast was on 26 December 1954.'
 'Actress Grace Carney provided the voice of Rocky\'s wife, Mabel, who was never seen on camera. This practice originated on an early episode when Carney, who was hired for another role, was asked to double as Rocky\'s wife. Since there was no time for wardrobe or makeup changes, she acted the part in voice only, with Roscoe Karns ad-libbing to his off-screen wife. Viewers liked the idea, and Carney continued unseen for the rest of the series\' five-year run. They also had a son - also heard, but never seen - called ""Junior.""'
 'In a 1954 magazine interview, Roscoe Karns explained that he wrote or ad-libbed his discussions with wife ""Mabel."" He was later given on-screen credit for ""additional dialogue"" at the end of the show.'
 ""Co-star Todd Karns was Roscoe Karns' real-life son.""
 'This was one of the most popular and long-running programs on the short-lived DuMont Television Network, which folded in 1955. The long, dark corridors through which ""Rocky King"" walked at the beginning and end of the show were actual backstage hallways at the DuMont Tele-Centre in New York City.'
 'Most episodes of this TV series no longer exist in any format, however the UCLA Film and Television Archive has 37 episodes of this program.'
 None]"," Rocky King, Inside Detective. ",1256830,2,Inside Detective
 Inside U.S.A. with Chevrolet. ,Series, Variety, NBC," A program of music and songs, sponsored by Chevrolet, with singers Peter Lind Hayes and Mary Healy. Hosts: Peter Lind Hayes, Mary Healy. Regulars: Sheila Bond, Marion Colby. Orchestra: Jay Blackton. ",1949,1950,['Comedy' 'Music'],[None],[None], Inside U.S.A. with Chevrolet. ,1261038,2,Inside U.S.A. with Chevrolet
International Chef,,,,,,,,,,,1265306,2,International Chef
 International Detective. ,Series, Crime Drama, Syn.," Ken Franklin is a former police detective turned chief investigator for the William J. Burns Detective Agency, an organization that handles international cases. Ken is not one to sit back and let others do the work; he is also one who believes in violent confrontations if it means getting what he needs. Stories follow Ken as he sometimes bends the rules to solve his clients problems. Cast: Arthur Fleming {Ken Franklin). Theme Song: ""International Detective"" by Sidney Shaw, Leroy Holmes. ",1959,,[None 'Crime' 'Drama'],[None],"['At least some episodes were shown in theatres, as shorts, in double sessions.'
 'Episodes were titled ""International Detective Book ####"", with a four-digit number, assuming the story had been chosen among a large file archive.'
 '""International Detective Book 1181"" was shown as a short film in Portugal under the title Intriga no Oriente (1965).'
 None]", International Detective. ,1265425,2,International Detective
International Playhouse,,,,,,,,,,,1265499,2,International Playhouse
Interpol Calling,,,,,,,,,,,1266009,2,Interpol Calling
 It Could Be You. ,Series, Game, NBC," Contestants selected from the studio audience compete by performing stunts. Successful players receive a prize they have always wanted (which is stated before the game begins) but could never afford to purchase. The series ran in prime time from July 2, 1958 to September 17, 1958 (and December 11, 1958 to March 12, 1959) and on NBC daytime from June 4, 1956 to December 29, 1961. Host: Bill Leyden. Announcer: Wendell Niles. ",1956,1961,['Game-Show'],[None],[None], It Could Be You. ,1275073,2,It Could Be You
 It Pays to Be Ignorant. ,Series, Game," CBS, NBC"," Two players compete. Each player, in turn, picks a question from the Dunce Cap and reads it aloud (for example, ""What is the main ingredient in tomato soup?""). Three regular panelists are supposed to answer it but evade giving the correct response. The object is for the contestant, if at all possible, to get a word in and extract the right answer. Prizes are awarded accordingly _æ basically for attempting to face the panel. Based on the long-running radio series of the same title. The series ran on CBS from June 6, 1949 to September 19,  1949; and on NBC from July 5, 1951 to September  27, 1951.Host: Tom Howard. Panelists: Harry McNaughton, George Shelton, Lulu McConnell. Vocalists: The Townsmen Quartet. Announcer: Dick Stark. Organist: Ray Morgan. ",1949,1951,['Family' 'Game-Show'],[None],[None], It Pays to Be Ignorant. ,1275470,2,It Pays to Be Ignorant
 It Pays to Be Married. ,Series, Game, NBC, Married couples first converse with the host and relate their marital difficulties and how they overcame them. The couples then compete in a general knowledge question-and-answer round with the highest scoring players receiving $350. Host: Bill Goodwin. Announcer: Jay Stewart. ,1955,,['Game-Show'],[None],[None], It Pays to Be Married. ,1275474,2,It Pays to Be Married
 It's a Business. ,Series, Variety, DuMont," The New York-based Broadway Music Publishing Company during the earlyl900s is the setting. It was at this time that song writers visited the publisher to find material (not the other way around as it is today). Musically oriented stories relate the misadventures of song writers Bob and Leo as they attempt to write the hit tunes that will sell sheet music and make them rich. Cast: Bob Haymes {Bob), Leo DeLyon {Leo), Dorothy Loudon {Secretary). ",1952,,[None 'Comedy' 'Family' 'Music'],"[None
 'Situation comedy--with music--was set at the turn of the century. It\'s main focus and synopsis was about two Broadway song publishers (Bob Haymes and Leo DeLyon) . They had plenty of opportunities to demonstrate their wares (grand old favorites--like ""After the Ball""), as well as to welcome visiting vaudevillians to their office. The show co-starred the beloved Dorothy Loudon as the two song publishers\' secretary.']","['""It\'s a Business"" premiered March 19, 1952 on DuMont Network, Wednesday\'s from 9:00-9:30pm; until it\'s cancellation on May 21 (of the same year).'
 ""'Dorothy Loudon' (qv)'s TV debut.""
 'No episodes of this series are known to survive. Please check your attic.'
 None]", It's a Business. ,1276020,2,It's a Business
 The Bachelors. ,Series, Comedy, Syn.," The syndicated title for Lt's a Great Life, which ran on NBC from September 7, 1954 to June 3,  1956. See this title for information. ",1956,,[None 'Comedy'],"['Two ex G.I.\'s Denny and Steve return home and take a room at the boarding house of the doting Amy Morgan. Also in the house are the young and beautiful Cathy, and Amy\'s irrasciable, penny-pinching chisler brother Earl. The series follows ""the boys\'"" exploits as they try to get rich quick and meet the girls of their dreams while working as vacuum-cleaner salesmen.'
 None]",[None], The Bachelors. ,1276090,2,It's a Great Life
 It's a Great life. ,Series, Comedy, NBC," Denny David and Steve Connors are two ex-GI's struggling to better their position in life. They live in Hollywood, California, in the Morgan Boarding House and stories follow their misadventures as they tackle various jobs to make ends meet. Amy Morgan is the owner of the boarding house; Uncle Earl is Amy's conniving brother; Katy Morgan is Amy's daughter. During its syndicated run (repeats) in 1960, the series title was changed to The Bachelors. Cast: Michael O'Shea {Denny David), William Bishop {Steve Connors), Frances Bavier {Amy Morgan), James Dunn {Uncle Earl), Barbara Bales {Katy Morgan). ",1954,1956,[None 'Comedy'],"['Two ex G.I.\'s Denny and Steve return home and take a room at the boarding house of the doting Amy Morgan. Also in the house are the young and beautiful Cathy, and Amy\'s irrasciable, penny-pinching chisler brother Earl. The series follows ""the boys\'"" exploits as they try to get rich quick and meet the girls of their dreams while working as vacuum-cleaner salesmen.'
 None]",[None], It's a Great life. ,1276090,2,It's a Great Life
 It's a Small World. ,Pilot, Comedy, Syn.," The pilot film for Leave It to Beaver. The story of Wally and Beaver Cleaver, two young brothers, and their experiences growing up in a small American town. In the pilot episode, the boys set out to collect one thousand Franklin Milk Company bottle caps to win a free bicycle. Despite reviewers' objections that It's a Small Worldy^as ""horribly juvenile,"" it did go on to launch the now classic ""Beaver"" series. Originally titled Wally and the Beaver. Broadcast as a segment of Studio '57Other Regulars: Ward and June, the boys' parents; Mr. Baxter, Ward's boss; and Frankie, Wally's friend. Cast: Barbara BiUingsley {June Cleaver), Casey Adams {Ward Cleaver), Jerry Mathers {Beaver Cleaver), Paul Sullivan {Wally Cleaver), Richard Deacon {Mr. Baxter), Harry Shearer {Frankie). Guest Cast: Diane Brewster {Miss Simms), Joseph Kearns {Fred Cowley). Note: In the series Tony Dow played Wally; Hugh Beaumont was Ward; Richard Deacon became Fred Rutherford; and Frankie became Eddie Haskell (played by Ken Osmond). ",1957,,[None],[None],['No recordings of this series are known to survive. Please check your attic.'], It's a Small World. ,1276610,2,It's a Small World
 It's About Time. ,Series, Game, ABC," Selected members of the studio audience compete in a game wherein they must identify incidents from the past through a series of clues (verbal, scrambled newspaper headlines, dramatic vignettes, etc.). Players with the highest score receive merchandise prizes. Host: Dr. Bergen Evans. Panelists: Sherl Stern, Robert Pollack, Ruth Duskin. ",1954,,[None],[None],['This was the last prime time network game show to originate from Chicago.'], It's About Time. ,1276788,2,It's About Time
 Alec Templeton Time. ,Series, Variety, DuMont," A summer program of relaxing music and songs with Alec Templeton, a blind pianist. The series aired from June 3, 1955 to August  26, 1955. Host: Alec Templeton. ",1955,,[None],[None],"['The final broadcast was on 26 August 1955.'
 'No episodes are known to survive of this series. Please check your attic.']", Alec Templeton Time. ,1276839,2,It's Alec Templeton Time
 It's Always Jan. ,Series, Comedy, CBS," The Harry Cooper Talent Agency represents Janis (""Jan"") Stewart, a talented but relatively unknown singer who is hoping to make the big time. Jan is a widow and the mother of ten-year-old Josie. Jan and Josie share an apartment at 46 East 50th Street in Manhattan with Valerie Marlowe, a shapely blonde model, and Patricia Murphy, a secretary with a heart of gold. Jan currently works as a nightclub entertainer who performs regularly at Tony's Cellar, a small supper club in New York's Greenwich Village. She dreams of starring on Broadway and singing at the prestigious Sky Room of the SherryWaldorf Hotel. Jan's agent is Harry Cooper. Earle Hagen and Herbert Spencer composed the theme, ""It's Always Jan.""Cast: Janis Paige {Janis Stewart), Merry Anders {Valerie Malone), Patricia Bright {Patricia Murphy), Jeri Lou James {Josie Stewart), Arch Johnson {Stanley Schrieber), Sid Melton {Harry Cooper). ",1955,1956,[None 'Comedy'],[None],"[""TV debut of 'Arte Johnson' (qv)."" None]", It's Always Jan. ,1276924,2,It's Always Jan
 It's News to Me. ,Series, Game, CBS," A celebrity panel is presented with a prop or picture that is related to a news event. Three of the panelists relate the wrong events; one tells the truth. Each of the two competing players has to determine which panelist gave the correct news event. Players begin with thirty dollars and increase their winnings by ten dollars with each correct guess. Host: John Daly, Walter Cronkite, Quincy Howe. Panelists: Anna Lee, Nina Foch, Quentin Reynolds, Constance Bennett, John Henry Faulk. Regular: Frank Wayne. ",1951,1954,[None 'Family' 'Game-Show'],[None],"[""'Walter Cronkite' (qv)'s first television appearance."" None]", It's News to Me. ,1277862,2,It's News to Me
It's Sewing Time,,,,,,,,,,,1278111,2,It's Sewing Time
It's Shopping Time at A&S,,,,,,,,,,,1278112,2,It's Shopping Time at A&S
 It's Time for Ernie. ,Series, Comedy, NBC," A short lived program of satirical comedy skits featuring the comic genius of Ernie Kovacs. The series aired from May 14, 1951 to June 29, 1951. Host: Ernie Kovacs. Regulars: Edie Adams, Hugh Price. ",1951,,,,, It's Time for Ernie. ,1278676,2,It's Time for Ernie
It's Wallace?,,,,,,,,,,,1278702,2,It's Wallace?
 Ivanhoe. ,Series, Adventure, Syn.," England during the 1190s is the setting. Stories, based on characters created by Sir Walter Scott, relate the adventures of Ivanhoe, a young Saxon knight, as he battles the forces of injustice. Cast: Roger Moore {Lvanhoe), Robert Brown {The Monk), Bruce Seton {King Richard), Paul Whitsun {Sir Maverick) , John Pike {Bart). ",1957,,[None 'Adventure'],[None],"['\'Robert Brown (I)\' (qv) would later play M in Sir \'Roger Moore (I)\' (qv)\'s final two ""Bond"" films: _Octopussy (1983)_ (qv) and _A View to a Kill (1985)_ (qv).'
 None]", Ivanhoe. ,1281569,2,Ivanhoe
Jack and Jill Varieties,,,,,,,,,,,1283009,2,Jack and Jill Varieties
Jack Leonard,,,,,,,,,,,1283595,2,Jack Leonard
Jackson and Jill,,,,,,,,,,,1285972,2,Jackson and Jill
Jalopy Derby,,,,,,,,,,,1288197,2,Jalopy Derby
 Jamie. ,Series, Comedy, ABC," Jamison Francis McHummer, Jamie for short, is a young boy who comes to live with his grandfather, Frank M. Dimmer, Frank's daughter, Laurie and Laurie's daughter, Liz, after the death of his parents. Jamie is an obedient child and cherishes the company of his grandfather (they share a lot of activities together). Frank, called Grandpa, owns Dimmer's Drug Store; Laurie owns a catering business (with her friend Annie) and Jamie, who receives an allowance of 50 cents a week, earns extra money as a bicycle delivery boy for Briggs Hardware Store. Stories follow the everyday events that spark the lives of the family. In the original pilot film, which aired on ABC on April 26, 1953, Eva Marie Saint played the role of Liz. Cast: Brandon DeWilde {Jamie McHummer), Ernest Truex {Frank Dimmer), Polly Rowles {Laurie), Kathy Nolan {Liz). ",1953,1954,[None 'Comedy' 'Romance'],"[None
 ""Jamie is an orphan who is shuttled from one uncaring home to another. He finally ends up in Aunt Laurie's house where he meets kindred spirit Granpa who is ignored by everyone. The two of them become best friends and share one adventure after another.""]","[""The ABC network canceled the series two episodes into the second season because of a business dispute with its show's sponsor.""
 None]", Jamie. ,1289619,2,Jamie
Jan Murray Time,,,,,,,,,,,1290014,2,Jan Murray Time
 Jane Wyman Presents the Fireside Theater. ,Series, Anthology, NBC," A continuation of Fireside Theater under a new title (and host, actress Jane Wyman). A filmed series of dramas encompassing both well known and lesserknown performers. The series ran from August 30, 1955 to August 21, 1956. Hostess: Jane Wyman. Performers Include: Jane Wyman, Nita Talbot, Vincent Price, Everett Sloane, Keith Andes, Frances Bergen, Beverly Washburn,John Dehner, Jeannie Carson, Gene Barry, Claude Akins, Cara Williams, Craig Stevens, Neville Brand, Mercedes McCambridge, Fernando Lamas, Ruth Roman, Grant Williams, Fay Wray, Mae Clarke, Carolyn Jones, Henry Jones, Ralph Meeker, Gene Lockhart, Peter Mark Richman, Ozzie Nelson, Nancy gates, Sebastian Cabot, Wallace Ford, Richard Jaeckel, Jack Kelly, Gilbert Roland, Ruth Hussey, Betty Lynn, James Baryon, Dan O'Herlihy. ",1955,1956,[None 'Drama'],[None],"['This was an anthology series, a format very popular in television\'s first decade and the equivalent of today\'s TV movies. Most were hosted by men, and \'Jane Wyman\' (qv) was only the second woman to host an anthology series. The first was _""Letter to Loretta"" (1953)_ (qv) (aka ""The Loretta Young Show"") hosted by \'Loretta Young (I)\' (qv) and _""The DuPont Show with June Allyson"" (1959)_ (qv).'
 None]", Jane Wyman Presents the Fireside Theater. ,1290294,2,Jane Wyman Presents The Fireside Theatre
 The Jane Wyman Theater. ,Series, Anthology, NBC," A series of tense, highly dramatic stories with actress Jane Wyman as the host and occasional star. The series ran from August 28, 1956 to June 25, 1957. Hostess: Jane Wyman. Announcer: Joel Crager. ",1956,1957,[None 'Drama'],[None],"['This was an anthology series, a format very popular in television\'s first decade and the equivalent of today\'s TV movies. Most were hosted by men, and \'Jane Wyman\' (qv) was only the second woman to host an anthology series. The first was _""Letter to Loretta"" (1953)_ (qv) (aka ""The Loretta Young Show"") hosted by \'Loretta Young (I)\' (qv) and _""The DuPont Show with June Allyson"" (1959)_ (qv).'
 None]", The Jane Wyman Theater. ,1290294,2,Jane Wyman Presents The Fireside Theatre
